"Playlist Date","Playlist Title","DJ Name",Time,Artist,Song,Release,New,Genre,Label
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:37:44 PM","Black Marble",Try,"Fast Idol",,Electronic,"Sacred Bones Records"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:37:00 PM","Black Marble",Try,"Fast Idol",,Electronic,"Sacred Bones Records"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:31:00 PM","Cowgirl Clue","Tangles in My Hair","Rodeo Star",N,,"Vada Vada"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:28:00 PM",Eartheater,"Mona Lisa Moan",Powders,N,Electronic,"Chemical X"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:25:14 PM",Sadie,Okay,"Tides - EP",N,Alternative,sadieworld
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:22:07 PM","Julie Byrne","Summer Glass","The Greater Wings",N,Alternative,"Ghostly International"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:13:38 PM",Slowdive,"the slab","everything is alive",N,Alternative,"Dead Oceans"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:04:59 PM","Beach House",Saltwater,"Beach House",,Alternative,Mistletone
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:02:51 PM",Bodywash,"Massif Central","I Held the Shape While I Could",N,Alternative,"Light Organ Records"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:55:45 PM","Pleasure Model","Pill Towers","Kendo Dynamics",,Electronic,"100% Silk"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:45:41 PM",Laps,"Who Me? (D. Tiffany & Roza Terenzi Remix)","Who Me? - EP",,Electronic,"DFA Records"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:42:02 PM",Razteria,"Amante imaginario","Tocar las Estrellas",N,Alternative,"Asteria Records"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:39:20 PM","100 gecs","gec 2 Ü (Remix) [feat. Dorian Electra]","1000 gecs and The Tree of Clues",,Alternative,"Dog Show Records"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:30:17 PM","Machine Girl","Full Metal Dipshit","The Ugly Art",,,"Machine Girl"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:27:21 PM","Cowgirl Clue","Hometown Hero","Rodeo Star",N,,"Vada Vada"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:24:01 PM","Turnstile, BADBADNOTGOOD & Blood Orange","Alien Love Call","New Heart Designs - Single",N,,"Roadrunner Records"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:14:14 PM",Negativland,"Don't Don't Get Freaked Out","The World Will Decide",,Alternative,Seeland
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:10:31 PM","intubation blues","stockhausen & the amplified riot","The Wire Tapper 60",,,"artificial heads"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:03:06 PM",Smog,"Your New Friend","Kicking a Couple Around - EP",,Alternative,"Drag City Records"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:57:29 PM","Hieroglyphic Being","The Way of the Tree of Life","The Disco's of Imhotep",,Electronic,Technicolour
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:53:43 PM",SOPHIE,Faceshopping,"Oil of Every Pearl's Un - Insides",,Electronic,"MSMSMSM / Future Classic"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:47:52 PM",Shygirl,SLIME,ALIAS,,Electronic,"Because Music Ltd."
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:44:25 PM","Space Candy","Polythene Crunch","Forest EP",,Electronic,DESKPOP
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:39:23 PM",Shlohmo,Later,"Laid Out - EP",,Electronic,"Friends of Friends"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:30:16 PM",EasyFun,Laplander,"Deep Trouble - EP",,Electronic,"PC Music"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:25:05 PM","Black Marble",Streetlight,"Fast Idol",,Electronic,"Sacred Bones Records"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:17:53 PM","Madeline Kenney","I Drew a Line","A New Reality Mind",N,Electronic,"Carpark Records"
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:08:36 PM","Let's Eat Grandma","Cool & Collected","I'm All Ears",,Alternative,Transgressive
"Dec 7, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:05:20 PM",Alvvays,"In Undertow",Antisocialites,,Alternative,"Polyvinyl Records"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:55:52 PM","Car Seat Headrest","Beast Monster Thing (Love Isn't Love Enough)","How to Leave Town",,Alternative,"551448 Records DK"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:51:00 PM",Alvvays,"Bored In Bristol","Blue Rev",,Alternative,"Polyvinyl Records"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:46:24 PM","Julie Byrne","Melting Grid","Not Even Happiness",,,"Julie Byrne"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:43:14 PM","Told Slant",Sweater,"Going By",,Alternative,"Double Double Whammy"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:40:51 PM","Dreamer Isioma","King (feat. Saint Lewis)","The Leo Sun Sets",,R&B/Soul,"Dreamer Isioma LLC"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:36:08 PM","Native America","Rubberjuice Man","Dancing About Architecture EP",,"Indie Rock","Park The Van"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:28:46 PM",Heavenly,"C Is the Heavenly Option","Le Jardin de Heavenly",,Alternative,"SARAH RECORDS"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:26:39 PM","Manuel Troller",Hologram,"INTERACTIONS a Guide to Swiss Underground Experimental Music",,Electronic,"Buh Records"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:22:02 PM",Heartour,"Lost in the Meadow",Years,,Alternative,Heartour
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:11:58 PM","Built to Spill",Some,"There's Nothing Wrong with Love",,Alternative,"Up Records"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:08:53 PM",Tanukichan,"Like You",GIZMO,N,Alternative,"Company Records"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:06:11 PM","bathtub cigs","My Friend",bed,,,n/a
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:02:35 PM","Bad Moves",Tides,Untenable,,Alternative,"Don Giovanni Records"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:58:53 PM","Thee Sacred Souls","Happy and Well","Thee Sacred Souls",,R&B/Soul,"Penrose / Daptone Records"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:56:01 PM",Runnner,"A Map For Your Birthday","Like Dying Stars, We’re Reaching Out",N,Alternative,"Run For Cover Records"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:47:32 PM",Deerhoof,"Everybody, Marvel",Miracle-Level,N,Alternative,"Joyful Noise Recordings"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:42:25 PM","Double Grave","Slow Breeze","Till the Ground",N,Alternative,"Disposable America"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:39:08 PM","Water From Your Eyes","Out There","Everyone's Crushed",N,Alternative,Matador
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:31:56 PM","Unknown Mortal Orchestra",Nadja,V,N,Alternative,Jagjaguwar
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:27:04 PM","Animal Collective","Stride Rite","Isn’t It Now?",N,Alternative,"Domino Recording Co"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:24:16 PM","Slow Pulp",Cramps,Yard,N,Alternative,Anti/Epitaph
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:15:54 PM","Boards of Canada","An Eagle In Your Mind","Music Has the Right to Children",,Electronic,"Warp Records"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:11:22 PM","Black Marble","A Great Design","A Different Arrangement",,Alternative,"Hardly Art"
"Nov 30, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:07:10 PM","Alex G",Hollow,DSU,,Alternative,"Lucky Number Music"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:58:36 PM","Japanese Breakfast","Posing for Cars",Jubilee,,Alternative,"Dead Oceans"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:52:01 PM","Mr Twin Sister","Kimmi In a Rice Field","In Heaven",,Alternative,"Domino Recording Co"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:46:54 PM","Aphex Twin","fenix funk 5","Chosen Lords",,Electronic,Chrysalis
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:44:07 PM","Big Thief","Terminal Paradise",U.F.O.F.,,Alternative,4AD
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:39:26 PM","Snail Mail","Deep Sea",Lush,,Alternative,Matador
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:30:24 PM","Pale Moon",Clown,"Lemon Street",,Alternative,"Alda Music"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:26:12 PM","of Montreal","Peace To All Freaks","Polyvinyl Winter 2019-2020 Sampler",,,Polyvinyl
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:13:02 PM","Julie Byrne","Hope's Return","The Greater Wings",N,Alternative,"Ghostly International"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:10:13 PM",Shygirl,Freak,ALIAS,,Electronic,"Because Music Ltd."
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","7:02:04 PM","Aphex Twin","CIRKLON3 [ Колхозная mix ]","Cheetah - EP",,Electronic,"Warp Records"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:56:54 PM",Slowdive,"Don't Know Why",Slowdive,,Alternative,"Dead Oceans"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:54:12 PM","Men I Trust",Dorian,"Oncle Jazz",,Alternative,Independent
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:45:28 PM","Joanna Newsom","A Pin-Light Bent",Divers,,Alternative,"Drag City"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:43:05 PM","Soccer Mommy","bloodstream (Clean edit)","color theory",,Alternative,"Loma Vista Recordings"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:30:31 PM","Adrianne Lenker","dragon eyes",songs,,Americana,4AD
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:26:08 PM",Twinsy,"Water Bombs","Twinsy EP",,,"Sweat It Out"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:22:46 PM",Palehound,"Dry Food","Dry Food",,Alternative,"Exploding In Sound Records"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:13:52 PM",Bedouine,"Solitary Daughter",Bedouine,,,"Glassnote Entertainment Group LLC, Under exclusive license to The David Gresham Record Company"
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:08:56 PM","Twin Peaks","Unfamiliar Sun","Lookout Low",,Alternative,Pod
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:06:18 PM","Lucy Dacus",Christine,"Home Video",,Alternative,Matador
"Nov 16, 2023","LIVE IN OBLIVION (ft. DJ Shrimp aka my twin)","DJ Z-SKI","6:04:48 PM","Slow Pulp","New Horse",Moveys,,"Indie Rock",Winspear
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:55:30 PM","Land of Talk",Diaphanous,"Indistinct Conversations",,Alternative,"Saddle Creek"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:49:25 PM",JayWood,"All Night Long",Slingshot,,Alternative,"Captured Tracks"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:45:20 PM","Forest Bees","Golden Dream","Forest Bees",,Alternative,"1795630 Records DK2"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:42:16 PM",Crying,"Premonitory Dream","Beyond the Fleeting Gales",,Alternative,"Run For Cover Records"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:39:17 PM","Dreamer Isioma","Meadows in Japan","The Leo Sun Sets",,R&B/Soul,"Dreamer Isioma LLC"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:36:56 PM","Crooks & Nannies",Sorry,"Sorry - Single",,Alternative,"Grand Jury Music"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:28:44 PM",underscores,Duhhhhhhhhhhhhhhhhh,Wallsocket,N,Alternative,Mom+Pop
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:24:24 PM","Modern Nature",Cascade,"No Fixed Point In Space",N,Classical,"Bella Union"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:21:37 PM","Grrrl Gang","Mother's Prayer",Spunky!,N,Alternative,"Trapped Animal"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:16:30 PM","Sweeping Promises","An Appetite","Hunger for a Way Out",,Alternative,"Feel It Records"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:12:52 PM","Franny London","Strangers and Friends","Cold Water - EP",,,"Fia Records"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:09:18 PM","King Gizzard & The Lizard Wizard",Tetrachromacy,Polygondwanaland,,Alternative,KGLW
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:05:25 PM","The Districts",Dancer,"You Know I'm Not Going Anywhere",,Alternative,"Fat Possum"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:03:01 PM",Tanukichan,"Like You",GIZMO,N,Alternative,"Company Records"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:58:37 PM",WHY?,"For Someone","Sod in the Seed - EP",,Alternative,Waterlines
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:55:16 PM","Stranger Cat",Sirens,"In the Wilderness",,Alternative,"Joyful Noise Recordings"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:52:44 PM",HOMESHAKE,Vacuum,"Under the Weather",,Alternative,"Dine Alone Music Inc."
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:47:08 PM","Glass Cake",omg,"Lunar Caustic",,,Self-Released
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:44:02 PM","Miya Folick",Mommy,ROACH,N,Alternative,"Nettwerk Music Group"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:40:31 PM","Slow Pulp",Track,Moveys,,Alternative,Winspear
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:36:13 PM",EasyFun,"Full Circle","Deep Trouble - Single",,Electronic,"PC Music"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:30:23 PM","Julie Byrne","Conversation Is a Flowstate","The Greater Wings",N,Alternative,"Ghostly International"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:26:02 PM",Jockstrap,"I Noticed You (feat. Kirin J Callinan)",I<3UQTINVU,N,Alternative,"Rough Trade"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:20:13 PM",Slowdive,shanty,"everything is alive",N,Alternative,"Dead Oceans"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:15:29 PM",Sleepover,"Outside Glitter","The Sun EP",,,"Devil In the Woods"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:10:41 PM","Jangus Kangus","Harvest Moon","Echeveria Doorstop",,Alternative,"Merge Records"
"Nov 9, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:06:32 PM","Soft Punch","Now's The Time","Above Water",N,Alternative,"Bad Friend Records"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:57:32 PM","Amythyst Kiah","Chained To The Rhythm","Pensive Pop - EP",,Alternative,Rounder
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:52:03 PM","We Are The West","Ah, Light!","Only One Us",,Alternative,"Timeless Elegance Records"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:48:06 PM","R.L Kelly","Feels Real",Angeltown,,,"Orchid Tapes"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:45:09 PM","The Unending Thread",Effie,"Self Titled",,,"The Unending Thread"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:37:27 PM","The Wild Reeds","The Morn' Will Come","The Morn' Will Come",,Americana,Self-Released
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:30:03 PM","Joanna Newsom",Divers,Divers,,Alternative,"Drag City"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:26:03 PM","Eleanor Underhill","Land of the Living","Land of the Living",,"Indie Rock","Eleanor Underhill Music"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:21:47 PM","Jade Imagine","Tell Her She's Dreamin'","What the Fuck Was I Thinking - EP",,Alternative,"Our Golden Friend"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:13:59 PM",Southwire,none,Southwire,,Americana,"Chaperone Records"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:09:58 PM","Alice Phoebe Lou",Angel,Shelter,N,Alternative,"Alice Phoebe Lou"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:05:45 PM","Friends Below Zero","Mister Anchorage","End of Tunes",N,,"Friends Below Records"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:02:18 PM",Laurence-Anne,Polymorphe,Oniromancie,N,,Bonsound
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:58:07 PM",Elizza,Wanted,"Mystery - EP",,Alternative,"Elizabeth W"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:53:50 PM","Franny London","Shipwrecked Boat On Quicksand Beach","Shipwrecked Boat On Quicksand Beach - Single",,Alternative,"Fia Trapezie Records"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:43:27 PM","Yo La Tengo","Miles Away","This Stupid World",N,Alternative,Matador
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:39:22 PM","King Krule",Flimsier,"Space Heavy",N,Alternative,Matador
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:35:17 PM","Blonde Redhead","Kiss Her Kiss Her","Sit Down for Dinner",N,Alternative,"Liberator Music / Section 1"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:29:23 PM","Joni Mitchell","Urge For Going (With Strings) [Blue Sessions]","Blue 50 (Demos & Outtakes) - EP",,,"Rhino/Warner Records"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:25:46 PM","Ezra Furman","Book of Our Names","All of Us Flames",,Alternative,Anti/Epitaph
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:19:52 PM","Kara Jackson","why does the earth give us people to love?","Why Does the Earth Give Us People to Love?",,,"September Recordings"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:14:52 PM","Slow Pulp",Broadview,Yard,N,Alternative,Anti/Epitaph
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:10:08 PM",Deerhunter,Helicopter,"Halcyon Digest",,Alternative,4AD
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:07:24 PM",Bibio,Petals,"A Mineral Love",,Electronic,"Warp Records"
"Nov 2, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:03:58 PM","Alex G","Powerful Man",Rocket,,Alternative,"Domino Recording Co"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:58:02 PM","Hieroglyphic Being","The Disco's of Imhotep","The Disco's of Imhotep",,Electronic,Technicolour
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:51:48 PM",Daze,XX,"Leisure Complex - EP",,,"Unknown To The Unknown"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:45:43 PM",Bludwork,"Melt Them","Nightmare - EP",,Electronic,"100% Silk"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:42:23 PM","Dinamarca & L-Vis 1990","Mario's Interference","Collabs 2k15",,,s/r
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:36:56 PM",SOPHIE,Bipp,Product,,Electronic,Numbers
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:31:28 PM",Stereolab,"The Noise of Carpet","Emperor Tomato Ketchup",,Electronic,Duophonic
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:27:14 PM",Phantogram,"When I'm Small","Eyelid Movies",,Electronic,"Indica Records/Fontana North"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:21:05 PM","Boards of Canada","An Eagle In Your Mind","Music Has the Right to Children",,Electronic,"Warp Records"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:14:18 PM","Air Max '97",Suede,"Vessel - EP",,,DECISIONS
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:10:57 PM",Chants,"Silencer Magpie VIP","The Zookeeper - EP",,Electronic,"Alpha Pup"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:06:41 PM","Vanity Press","Brick Wall",Freaknik,,Electronic,unknown
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:02:22 PM",Boxcutter,"Dream Gator (feat. Ken & Ryu)","Gnosis - EP",,Electronic,"Cosmic Bridge Records"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:59:48 PM","New York","Ginger Candy <3","No Sleep Till N.Y.",,,nypop
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:55:04 PM",Darkstar,"Aidy's Girl Is a Computer","Aidy's Girl Is a Computer - Single",,Electronic,Hyperdub
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:46:47 PM",EASYFUN,Laplander,"Deep Trouble - EP",,Electronic,"PC Music"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:41:53 PM",Kodiak,"Dragon Drop (Eliphino Remix)","Dragon Drop - Single",,Electronic,"Hot Haus Recs"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:37:20 PM",yeule,dazies,softscars,N,Alternative,"Ninja Tune"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:34:24 PM","Cowgirl Clue","Tangles in My Hair","Rodeo Star",N,,"Vada Vada"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:30:20 PM",BAMBII,"WICKED GYAL","Infinity Club",N,Electronic,"Innovative Leisure"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:25:47 PM",SPELLLING,"Haunted Water","SPELLLING & the Mystery School",N,Alternative,"Sacred Bones Records"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:22:25 PM",Shygirl,"Poison (Club Shy mix)","Heaven (feat. Tinashe) - Single",N,Electronic,"Because Music Ltd."
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:18:16 PM",Eartheater,"Chop Suey",Powders,N,Electronic,"Chemical X"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:12:36 PM","Melati ESP",INTUISI,hipernatural,N,Electronic,"Carpark Records"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:07:56 PM","Rasmus Birk","The Feedback Room","Cult of Rasmus",N,Alternative,"Black Cottage Records"
"Oct 26, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:04:36 PM","Body Language","Social Studies","Social Studies",,Electronic,"OM Records"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:57:13 PM","Water From Your Eyes","Out There","Everyone's Crushed",N,Alternative,Matador
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:51:48 PM",Momma,Lucky,"Household Name",,Alternative,"Tugboat Records"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:48:52 PM","Slow Pulp","Trade It",Moveys,,Alternative,Winspear
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:46:47 PM","May Rio","Monkey Do","French Bath",N,Alternative,"Dots Per Inch Music"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:40:57 PM",Lifeguard,"Ten Canisters (OFB)","Dressed in Trenches - EP",N,Alternative,Matador
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:37:54 PM","Cowgirl Clue","Trailblaze ☆","Rodeo Star",N,,"Vada Vada"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:31:06 PM",HotWax,Mother,"A Thousand Times",N,,"Hot Wax Records"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:25:15 PM","Cordu Roy",Funland,"Serenade for the Sublime",N,Alternative,"Bedroom Ambient Side Project no. 47"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:22:19 PM","Future Islands","Tin Man","In Evening Air",,Alternative,"Thrill Jockey Records"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:16:01 PM",Froth,Bleak,Bleak,,Alternative,Froth
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:13:37 PM","Donut Exchange","Screaming Cicadas","Any Place Is Home",,,"1671160 Records DK"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:09:24 PM",Feist,"Become The Earth",Multitudes,,,"Universal Music Division Polydor"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:59:55 PM",Bodywash,"No Repair","I Held the Shape While I Could",N,Alternative,"Light Organ Records"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:54:53 PM","Black Marble",Feels,"Bigger Than Life",,Electronic,"Sacred Bones Records"
